DAC_Bits,Voltaje_DAC,Mediana_ADC1(34)_V,Mediana_ADC2(35)_V,Unnamed: 4,Vled,Iled,Vcc
168,2.174,0.547,1.908,,1.6479704000000006,0.01908,3.4259704000000006
169,2.187,0.55,1.919,,1.6557600000000003,0.01919,3.4447600000000005
170,2.2,0.552,1.929,,1.6582864000000006,0.01929,3.4572864000000005
171,2.213,0.554,1.942,,1.6578128000000008,0.01942,3.4698128000000006
172,2.226,0.554,1.949,,1.6508128000000006,0.01949,3.4698128000000006
173,2.239,0.555,1.961,,1.6450760000000004,0.019610000000000002,3.4760760000000004
174,2.252,0.558,1.973,,1.6518656000000007,0.01973,3.4948656000000007
175,2.265,0.56,1.986,,1.6513920000000009,0.01986,3.5073920000000007
176,2.278,0.562,1.993,,1.6569184000000003,0.01993,3.5199184000000003
177,2.291,0.566,2.011,,1.6639711999999998,0.020110000000000003,3.5449712
178,2.304,0.567,2.023,,1.6582343999999996,0.02023,3.5512344
179,2.316,0.568,2.032,,1.6554976,0.02032,3.5574976
